date,order_id,region,channel,segment,product,customer,units,unit_price,discount_rate,revenue,cost,gross_profit,margin,target_revenue
2024-11-17,ORD-01025,Nordeste,Parceiros,Mid-market,Data Cloud,Aurora Foods,3,48486.36,0.1086,133824.12,88224.77,45599.34,0.3407,139956.46
2024-11-13,ORD-01026,Centro-Oeste,Parceiros,Enterprise,Enterprise Pro,Horizonte Telecom,2,60677.00,0.1140,112445.25,68800.19,43645.06,0.3881,119078.27
2024-11-10,ORD-01027,Sul,Venda direta,Enterprise,Analytics Core,Horizonte Telecom,1,34803.31,0.0630,33281.46,22668.57,10612.89,0.3189,34465.76
2024-11-25,ORD-01028,Nordeste,Parceiros,SMB,Revenue Starter,Via Norte,3,18132.41,0.1210,47304.46,27582.50,19721.95,0.4169,48649.07
2024-11-14,ORD-01029,Sul,Digital,Enterprise,Enterprise Plus,Lumina Saúde,2,72490.04,0.0573,136026.24,97604.73,38421.51,0.2825,139532.44
2024-11-26,ORD-01030,Sudeste,Venda direta,Mid-market,Revenue Starter,Horizonte Telecom,4,17621.20,0.0378,67288.33,37339.32,29949.02,0.4451,69396.96
2024-11-09,ORD-01031,Sudeste,Venda direta,Enterprise,Enterprise Plus,Mosaico Labs,1,71437.44,0.0526,65669.02,45850.01,19819.01,0.3018,69411.51
2024-11-10,ORD-01032,Sudeste,Venda direta,SMB,Revenue Starter,Atlas Group,2,18151.65,0.0479,33662.11,19072.24,14589.87,0.4334,35345.14
2024-11-10,ORD-01033,Sul,Parceiros,Enterprise,Enterprise Plus,Via Norte,1,68666.81,0.0924,60942.56,44952.57,15989.99,0.2624,63721.07
2024-11-17,ORD-01034,Sul,Digital,Enterprise,Analytics Core,Pulsar Tech,1,34552.24,0.0577,32752.39,22240.77,10511.61,0.3209,33928.29
2024-11-05,ORD-01035,Sul,Outros,SMB,Analytics Core,Orbe Retail,3,35711.64,0.0496,100112.72,69955.04,30157.69,0.3012,105452.51
2024-11-20,ORD-01036,Sudeste,Venda direta,Mid-market,Enterprise Plus,Nexo Energia,4,68513.78,0.0463,257622.84,184552.72,73070.13,0.2836,271137.70
2024-11-16,ORD-01037,Sudeste,Venda direta,Enterprise,Analytics Core,Aurora Foods,1,33844.44,0.0644,31893.81,21639.46,10254.34,0.3215,32967.20
2024-11-01,ORD-01038,Sul,Outros,Mid-market,Analytics Core,Atlas Group,2,35770.31,0.0475,68764.70,48177.00,20587.70,0.2994,71254.69
2024-11-18,ORD-01039,Nordeste,Parceiros,Mid-market,Revenue Starter,Nexo Energia,2,18061.47,0.0994,31760.83,18700.37,13060.46,0.4112,33179.39
2024-11-05,ORD-01040,Sudeste,Venda direta,Enterprise,Data Cloud,Cobalto Indústria,1,49486.68,0.0416,46460.10,29938.25,16521.85,0.3556,48882.04
2024-11-24,ORD-01041,Sul,Outros,Mid-market,Data Cloud,Horizonte Telecom,3,48096.14,0.0384,145662.06,92202.81,53459.25,0.3670,151161.38
2024-11-12,ORD-01042,Sul,Venda direta,Mid-market,Enterprise Pro,Cobalto Indústria,3,63194.65,0.0622,173081.16,103054.10,70027.07,0.4046,181982.21
2024-11-24,ORD-01043,Sul,Venda direta,SMB,Data Cloud,Vértice Logística,3,48560.14,0.0413,137730.13,88307.55,49422.58,0.3588,143442.87
2024-11-03,ORD-01044,Nordeste,Digital,Enterprise,Revenue Starter,Mosaico Labs,2,17627.42,0.0807,32016.79,18209.31,13807.47,0.4313,33687.13
2024-11-24,ORD-01045,Sudeste,Venda direta,Enterprise,Data Cloud,Lumina Saúde,2,49736.89,0.0397,97708.07,63277.71,34430.37,0.3524,100295.32
2024-11-01,ORD-01046,Nordeste,Venda direta,SMB,Revenue Starter,Orbe Retail,5,17817.05,0.0425,87645.96,48257.82,39388.15,0.4494,90548.70
2024-11-12,ORD-01047,Sudeste,Digital,SMB,Data Cloud,Nexo Energia,5,47991.94,0.0832,216670.44,140397.34,76273.10,0.3520,226366.79
2024-11-24,ORD-01048,Centro-Oeste,Venda direta,Enterprise,Revenue Starter,Orbe Retail,1,18577.05,0.0410,17996.47,10233.79,7762.68,0.4313,18650.33
2024-11-23,ORD-01049,Sul,Parceiros,Enterprise,Revenue Starter,Mosaico Labs,2,18389.04,0.1140,32635.40,19216.10,13419.30,0.4112,33891.54
2024-11-01,ORD-01050,Sudeste,Venda direta,Enterprise,Revenue Starter,Aurora Foods,1,18042.69,0.0496,17811.46,10109.36,7702.10,0.4324,18553.72
2024-11-22,ORD-01051,Sudeste,Venda direta,SMB,Enterprise Plus,Via Norte,6,70732.79,0.0489,412448.33,291715.32,120733.01,0.2927,435580.80
2024-11-21,ORD-01052,Centro-Oeste,Parceiros,Mid-market,Analytics Core,Aurora Foods,3,36371.20,0.1040,95574.33,68042.88,27531.45,0.2881,100341.95
2024-11-23,ORD-01053,Sul,Digital,Enterprise,Revenue Starter,Prisma Serviços,1,17770.71,0.0817,16899.21,9405.15,7494.06,0.4435,17556.91
2024-11-03,ORD-01054,Sudeste,Venda direta,Enterprise,Enterprise Pro,Pulsar Tech,1,60385.41,0.0601,55606.74,32869.39,22737.35,0.4089,57877.31
2024-11-20,ORD-01055,Centro-Oeste,Venda direta,SMB,Revenue Starter,Vértice Logística,3,18459.16,0.0563,50784.69,28787.87,21996.83,0.4331,52066.63
2024-11-21,ORD-01056,Sudeste,Venda direta,Mid-market,Revenue Starter,Via Norte,4,17420.70,0.0592,64531.94,35999.19,28532.76,0.4421,68256.98
2024-11-20,ORD-01057,Sul,Digital,Enterprise,Data Cloud,Horizonte Telecom,2,46535.74,0.0603,88968.21,56056.79,32911.41,0.3699,93241.68
2024-11-12,ORD-01058,Nordeste,Parceiros,Mid-market,Enterprise Pro,Atlas Group,3,61943.97,0.1149,172446.79,107062.34,65384.46,0.3792,181952.51
2024-11-03,ORD-01059,Nordeste,Venda direta,Enterprise,Revenue Starter,Lumina Saúde,2,17473.87,0.0525,32325.25,18262.05,14063.20,0.4351,33297.74
2024-11-09,ORD-01060,Sudeste,Venda direta,SMB,Enterprise Plus,Orbe Retail,3,69654.03,0.0381,201292.45,145370.47,55921.98,0.2778,212072.76
2024-11-13,ORD-01061,Centro-Oeste,Outros,Mid-market,Enterprise Pro,Prisma Serviços,4,61572.31,0.0438,229296.36,135964.08,93332.27,0.4070,238592.66
2024-11-09,ORD-01062,Nordeste,Venda direta,Enterprise,Enterprise Pro,Aurora Foods,1,60792.83,0.0386,58770.27,35120.52,23649.75,0.4024,60925.28
2024-11-03,ORD-01063,Sul,Venda direta,Enterprise,Enterprise Plus,Vértice Logística,2,69112.44,0.0567,130332.50,93188.22,37144.28,0.2850,135550.12
2024-11-02,ORD-01064,Centro-Oeste,Digital,Mid-market,Analytics Core,Via Norte,3,35636.30,0.0569,104113.58,72164.67,31948.91,0.3069,107679.24
2024-11-02,ORD-01065,Sul,Venda direta,Mid-market,Data Cloud,Orbe Retail,4,49211.80,0.0449,192929.75,123414.87,69514.88,0.3603,203409.40
2024-11-21,ORD-01066,Sudeste,Parceiros,Mid-market,Enterprise Plus,Vértice Logística,3,68477.29,0.0969,182463.95,135816.48,46647.46,0.2557,191695.84
2024-11-11,ORD-01067,Sudeste,Digital,Enterprise,Revenue Starter,Pulsar Tech,2,17882.97,0.0797,32262.50,17819.55,14442.95,0.4477,33505.93
2024-11-24,ORD-01068,Centro-Oeste,Parceiros,SMB,Enterprise Pro,Prisma Serviços,4,63754.51,0.1024,233426.95,142081.85,91345.09,0.3913,246008.07
2024-11-10,ORD-01069,Nordeste,Venda direta,Enterprise,Data Cloud,Vértice Logística,2,48459.67,0.0491,90828.97,58356.45,32472.52,0.3575,93423.50
2024-11-07,ORD-01070,Sudeste,Digital,Enterprise,Analytics Core,Vértice Logística,2,36090.09,0.0838,64386.20,43844.94,20541.26,0.3190,67176.12
2024-11-21,ORD-01071,Sudeste,Parceiros,Mid-market,Revenue Starter,Vértice Logística,4,18001.52,0.1000,67644.22,39372.74,28271.48,0.4179,71383.52
2024-11-23,ORD-01072,Sudeste,Venda direta,SMB,Analytics Core,Orbe Retail,5,35584.25,0.0436,177879.00,120836.90,57042.10,0.3207,183817.21
2024-11-22,ORD-01073,Nordeste,Digital,SMB,Revenue Starter,Orbe Retail,6,17691.14,0.0584,100408.21,55194.20,45214.01,0.4503,103524.18
2024-11-18,ORD-01074,Centro-Oeste,Venda direta,Enterprise,Enterprise Pro,Nexo Energia,1,60028.94,0.0554,56563.22,33954.83,22608.39,0.3997,58372.84
2024-11-13,ORD-01075,Sul,Parceiros,Mid-market,Data Cloud,Atlas Group,3,46801.10,0.1098,130975.10,86591.27,44383.83,0.3389,135912.58
2024-11-07,ORD-01076,Sul,Outros,Enterprise,Revenue Starter,Mosaico Labs,1,18024.98,0.0369,17540.56,9870.92,7669.65,0.4373,18296.44
2024-11-16,ORD-01077,Sul,Venda direta,Enterprise,Analytics Core,Pulsar Tech,1,35506.19,0.0637,32751.36,22616.66,10134.70,0.3094,33950.48
2024-11-21,ORD-01078,Sudeste,Parceiros,Mid-market,Analytics Core,Aurora Foods,4,36162.94,0.1173,131289.48,94263.85,37025.63,0.2820,134886.32
2024-11-23,ORD-01079,Centro-Oeste,Venda direta,Enterprise,Analytics Core,Via Norte,1,34548.61,0.0535,34304.91,23413.54,10891.37,0.3175,35373.56
2024-11-01,ORD-01080,Sul,Parceiros,Enterprise,Data Cloud,Atlas Group,1,49250.31,0.1017,44007.25,29798.48,14208.77,0.3229,45383.39
2024-11-15,ORD-01081,Sul,Venda direta,SMB,Enterprise Plus,Lumina Saúde,6,73727.57,0.0665,420704.77,301402.37,119302.40,0.2836,439702.96
2024-11-26,ORD-01082,Sudeste,Venda direta,SMB,Revenue Starter,Aurora Foods,3,18558.78,0.0662,52007.24,28757.01,23250.23,0.4471,54956.13
2024-11-13,ORD-01083,Sudeste,Venda direta,Enterprise,Analytics Core,Lumina Saúde,2,33615.19,0.0617,62480.08,43082.62,19397.46,0.3105,64100.73
2024-11-08,ORD-01084,Centro-Oeste,Venda direta,Enterprise,Revenue Starter,Lumina Saúde,1,17817.93,0.0365,17756.22,9887.65,7868.57,0.4431,18317.39
2024-12-26,ORD-01085,Sudeste,Digital,Mid-market,Data Cloud,Prisma Serviços,4,49174.85,0.0562,181816.67,116477.00,65339.67,0.3594,189157.06
2024-12-07,ORD-01086,Sudeste,Venda direta,Enterprise,Enterprise Pro,Nexo Energia,1,61660.72,0.0620,57235.88,33997.02,23238.86,0.4060,59931.13
2024-12-09,ORD-01087,Nordeste,Digital,SMB,Revenue Starter,Vértice Logística,5,17678.08,0.0652,80747.69,46182.30,34565.39,0.4281,83272.31
2024-12-24,ORD-01088,Nordeste,Parceiros,Enterprise,Enterprise Pro,Horizonte Telecom,1,62808.57,0.1210,55175.91,33300.01,21875.90,0.3965,56733.57
2024-12-05,ORD-01089,Sudeste,Digital,Enterprise,Analytics Core,Prisma Serviços,1,34345.88,0.0846,30959.63,21407.41,9552.23,0.3085,31905.78
2024-12-22,ORD-01090,Nordeste,Digital,SMB,Enterprise Pro,Horizonte Telecom,4,60450.51,0.0798,224244.62,130745.06,93499.56,0.4170,236388.09
2024-12-23,ORD-01091,Nordeste,Parceiros,Mid-market,Enterprise Pro,Horizonte Telecom,2,61388.64,0.0923,108770.82,67217.46,41553.37,0.3820,111588.47
2024-12-09,ORD-01092,Sudeste,Venda direta,SMB,Analytics Core,Lumina Saúde,4,34828.30,0.0622,128732.22,89760.58,38971.64,0.3027,135538.11
2024-12-06,ORD-01093,Sul,Parceiros,Enterprise,Analytics Core,Pulsar Tech,1,34244.74,0.1072,31994.42,22748.77,9245.65,0.2890,33660.87
2024-12-10,ORD-01094,Sudeste,Venda direta,Enterprise,Revenue Starter,Mosaico Labs,1,18011.90,0.0580,17247.75,9633.26,7614.49,0.4415,17703.17
2024-12-18,ORD-01095,Sudeste,Venda direta,SMB,Revenue Starter,Prisma Serviços,5,18071.67,0.0639,83355.37,46954.81,36400.56,0.4367,87018.96
2024-12-15,ORD-01096,Sul,Digital,Mid-market,Revenue Starter,Mosaico Labs,4,18521.56,0.0567,68199.98,38835.09,29364.90,0.4306,70401.83
2024-12-03,ORD-01097,Sudeste,Venda direta,Mid-market,Analytics Core,Mosaico Labs,2,35266.75,0.0550,67134.21,46689.90,20444.30,0.3045,69830.97
2024-12-20,ORD-01098,Sul,Venda direta,Enterprise,Data Cloud,Nexo Energia,1,47152.69,0.0650,44004.46,27869.25,16135.21,0.3667,45738.81
2024-12-14,ORD-01099,Nordeste,Parceiros,Enterprise,Enterprise Pro,Prisma Serviços,1,62103.74,0.0914,56255.77,34875.91,21379.86,0.3800,58835.24
2024-12-09,ORD-01100,Sudeste,Parceiros,Mid-market,Enterprise Pro,Prisma Serviços,4,60228.85,0.1134,219230.14,133586.23,85643.90,0.3907,227784.04
2024-12-07,ORD-01101,Sudeste,Venda direta,Enterprise,Analytics Core,Mosaico Labs,1,33641.99,0.0687,32203.86,22407.88,9795.98,0.3042,33885.83
2024-12-04,ORD-01102,Sudeste,Outros,SMB,Enterprise Pro,Prisma Serviços,3,61778.14,0.0543,177712.63,105633.63,72079.00,0.4056,184937.62
2024-12-16,ORD-01103,Sudeste,Venda direta,Enterprise,Data Cloud,Pulsar Tech,1,47318.43,0.0580,43704.57,28068.60,15635.97,0.3578,45058.16
2024-12-02,ORD-01104,Sul,Digital,Enterprise,Revenue Starter,Lumina Saúde,2,18143.64,0.0539,33981.32,19401.82,14579.50,0.4290,35456.04
2024-12-04,ORD-01105,Nordeste,Venda direta,Enterprise,Data Cloud,Atlas Group,1,49345.55,0.0594,46207.89,29631.19,16576.70,0.3587,48885.56
2024-12-09,ORD-01106,Sul,Venda direta,SMB,Analytics Core,Nexo Energia,3,34213.80,0.0621,96582.57,67364.49,29218.08,0.3025,100884.46
2024-12-24,ORD-01107,Sudeste,Digital,Mid-market,Enterprise Plus,Lumina Saúde,4,69234.30,0.0588,270058.12,192030.23,78027.88,0.2889,283623.73
2024-12-06,ORD-01108,Sudeste,Venda direta,Mid-market,Analytics Core,Horizonte Telecom,2,35049.28,0.0362,66683.62,45308.31,21375.30,0.3205,70418.90
2024-12-18,ORD-01109,Sudeste,Parceiros,Enterprise,Enterprise Plus,Orbe Retail,1,73366.35,0.0965,67577.54,49687.82,17889.72,0.2647,70322.82
2024-12-27,ORD-01110,Sul,Digital,SMB,Analytics Core,Aurora Foods,6,34425.01,0.0686,197549.70,136249.83,61299.86,0.3103,204881.90
2024-12-18,ORD-01111,Nordeste,Parceiros,SMB,Enterprise Pro,Via Norte,6,62909.10,0.1063,347082.15,214802.51,132279.64,0.3811,356039.72
2024-12-27,ORD-01112,Nordeste,Parceiros,Mid-market,Analytics Core,Lumina Saúde,3,33942.07,0.1072,88710.73,63380.82,25329.91,0.2855,92798.20
2024-12-21,ORD-01113,Sudeste,Venda direta,Mid-market,Analytics Core,Prisma Serviços,4,34055.42,0.0652,133364.84,92262.82,41102.02,0.3082,137021.12
2024-12-09,ORD-01114,Nordeste,Venda direta,SMB,Enterprise Pro,Pulsar Tech,3,59688.38,0.0617,166080.38,99601.48,66478.89,0.4003,173001.26
2024-12-27,ORD-01115,Sudeste,Parceiros,Enterprise,Revenue Starter,Cobalto Indústria,1,17961.51,0.1092,16093.26,9437.69,6655.56,0.4136,16931.22
2024-12-13,ORD-01116,Sudeste,Venda direta,Mid-market,Revenue Starter,Horizonte Telecom,3,17662.17,0.0692,48338.00,27198.83,21139.17,0.4373,49841.87
2024-12-27,ORD-01117,Nordeste,Digital,Enterprise,Data Cloud,Atlas Group,1,46543.66,0.0717,42931.11,26979.03,15952.08,0.3716,44503.81
2024-12-24,ORD-01118,Nordeste,Parceiros,Enterprise,Enterprise Plus,Nexo Energia,2,72515.10,0.1096,130584.91,95113.47,35471.45,0.2716,135886.45
2024-12-02,ORD-01119,Sul,Parceiros,SMB,Enterprise Pro,Pulsar Tech,5,61457.86,0.1247,280736.64,171701.01,109035.63,0.3884,288729.29
2024-12-08,ORD-01120,Sul,Parceiros,Enterprise,Data Cloud,Via Norte,2,47796.03,0.0967,90240.69,59341.64,30899.05,0.3424,92608.22
2024-12-06,ORD-01121,Sul,Parceiros,Mid-market,Enterprise Pro,Cobalto Indústria,4,63342.66,0.0908,225656.51,140609.64,85046.87,0.3769,236451.28
2024-12-21,ORD-01122,Sul,Outros,Mid-market,Analytics Core,Cobalto Indústria,4,34012.63,0.0394,128381.90,89688.52,38693.38,0.3014,135105.58
2024-12-11,ORD-01123,Centro-Oeste,Outros,SMB,Data Cloud,Vértice Logística,6,47063.37,0.0658,271966.64,172891.44,99075.21,0.3643,286088.64
2024-12-18,ORD-01124,Sudeste,Venda direta,Enterprise,Data Cloud,Nexo Energia,2,46964.92,0.0663,87160.30,55898.41,31261.89,0.3587,90823.36
2024-12-08,ORD-01125,Centro-Oeste,Parceiros,Enterprise,Enterprise Pro,Atlas Group,2,60201.47,0.1051,110339.97,67546.83,42793.14,0.3878,116282.30
2024-12-22,ORD-01126,Sul,Parceiros,Enterprise,Enterprise Pro,Cobalto Indústria,2,60306.54,0.1070,109425.49,66776.10,42649.39,0.3898,114146.91
2024-12-09,ORD-01127,Sudeste,Outros,SMB,Enterprise Pro,Prisma Serviços,4,63457.65,0.0516,241680.72,140531.68,101149.04,0.4185,248006.76
2024-12-20,ORD-01128,Sul,Venda direta,Enterprise,Revenue Starter,Horizonte Telecom,2,17376.96,0.0443,32952.55,18469.18,14483.37,0.4395,34656.37
2024-12-12,ORD-01129,Centro-Oeste,Venda direta,SMB,Data Cloud,Prisma Serviços,3,49739.30,0.0395,142297.93,92203.13,50094.80,0.3520,148983.72
2024-12-13,ORD-01130,Sudeste,Venda direta,Mid-market,Enterprise Pro,Via Norte,2,63653.86,0.0437,125389.52,73376.51,52013.01,0.4148,130901.50
2024-12-20,ORD-01131,Sudeste,Parceiros,SMB,Revenue Starter,Horizonte Telecom,4,17562.69,0.1028,64572.56,38437.46,26135.09,0.4047,67009.04
2024-12-13,ORD-01132,Nordeste,Parceiros,Mid-market,Enterprise Pro,Nexo Energia,4,64436.63,0.1049,237666.65,145138.65,92528.00,0.3893,248095.89
2024-12-24,ORD-01133,Sul,Parceiros,Mid-market,Data Cloud,Via Norte,2,46452.47,0.1080,80438.86,54221.50,26217.36,0.3259,83336.45
2024-12-19,ORD-01134,Sul,Venda direta,Mid-market,Enterprise Plus,Lumina Saúde,4,69291.51,0.0413,277786.47,195895.85,81890.63,0.2948,291359.77
2024-12-05,ORD-01135,Sudeste,Venda direta,Mid-market,Enterprise Pro,Orbe Retail,3,60073.69,0.0550,166617.81,99226.24,67391.57,0.4045,171880.12
2024-12-10,ORD-01136,Sudeste,Parceiros,Mid-market,Data Cloud,Orbe Retail,3,46516.54,0.1090,122061.79,80772.95,41288.84,0.3383,127683.48
2024-12-18,ORD-01137,Nordeste,Outros,Enterprise,Analytics Core,Lumina Saúde,2,33693.57,0.0685,64783.00,45464.05,19318.95,0.2982,68311.12
2024-12-14,ORD-01138,Nordeste,Parceiros,Enterprise,Enterprise Plus,Nexo Energia,1,72952.20,0.1128,63227.63,45870.94,17356.69,0.2745,64861.59
2024-12-24,ORD-01139,Sul,Parceiros,Enterprise,Enterprise Plus,Via Norte,2,71212.04,0.1028,129746.19,94326.83,35419.36,0.2730,136265.25
2024-12-06,ORD-01140,Sudeste,Venda direta,SMB,Enterprise Plus,Atlas Group,5,69571.48,0.0558,332216.61,238605.19,93611.42,0.2818,342562.34
2024-12-14,ORD-01141,Sudeste,Venda direta,Mid-market,Enterprise Pro,Horizonte Telecom,4,64226.94,0.0509,246666.01,144637.95,102028.06,0.4136,260881.83
2024-12-19,ORD-01142,Sudeste,Digital,Mid-market,Enterprise Plus,Orbe Retail,3,72945.67,0.0654,201560.39,145154.97,56405.42,0.2798,208111.65
2024-12-11,ORD-01143,Sul,Parceiros,Enterprise,Enterprise Plus,Atlas Group,2,68449.62,0.1127,119965.40,86808.97,33156.43,0.2764,125681.11
2024-12-05,ORD-01144,Sudeste,Venda direta,Mid-market,Enterprise Plus,Via Norte,3,71623.31,0.0679,208186.51,147612.35,60574.16,0.2910,214825.09
2024-12-24,ORD-01145,Centro-Oeste,Venda direta,Enterprise,Analytics Core,Prisma Serviços,2,34498.47,0.0624,66838.75,45893.90,20944.85,0.3134,70060.59
2024-12-09,ORD-01146,Centro-Oeste,Parceiros,Enterprise,Enterprise Plus,Nexo Energia,1,73435.68,0.0983,67781.70,50033.90,17747.80,0.2618,69727.56
2024-12-25,ORD-01147,Nordeste,Parceiros,Enterprise,Data Cloud,Lumina Saúde,1,47856.16,0.1052,41643.87,27856.42,13787.45,0.3311,43758.60
2024-12-03,ORD-01148,Sul,Digital,Enterprise,Enterprise Pro,Nexo Energia,2,60409.38,0.0514,118003.37,70203.43,47799.94,0.4051,121753.90
2024-12-21,ORD-01149,Sudeste,Parceiros,SMB,Analytics Core,Pulsar Tech,4,33657.09,0.1067,122103.95,85983.60,36120.35,0.2958,128194.70
2024-12-11,ORD-01150,Centro-Oeste,Venda direta,Enterprise,Enterprise Pro,Vértice Logística,1,60549.61,0.0482,58095.10,33798.70,24296.41,0.4182,60136.17
2024-12-25,ORD-01151,Sudeste,Parceiros,Enterprise,Data Cloud,Vértice Logística,2,46392.29,0.1103,82199.62,54478.22,27721.40,0.3372,84442.73
2024-12-05,ORD-01152,Nordeste,Venda direta,Mid-market,Revenue Starter,Orbe Retail,2,18686.07,0.0404,34974.54,19932.17,15042.38,0.4301,36796.89
2024-12-10,ORD-01153,Sudeste,Digital,SMB,Enterprise Plus,Vértice Logística,3,68404.99,0.0741,195383.25,138586.75,56796.49,0.2907,203012.64
2024-12-05,ORD-01154,Sudeste,Venda direta,Enterprise,Enterprise Pro,Pulsar Tech,2,60912.60,0.0418,115054.29,68668.73,46385.56,0.4032,119553.05
2024-12-13,ORD-01155,Nordeste,Parceiros,Enterprise,Enterprise Plus,Mosaico Labs,2,71809.23,0.0936,128502.07,95960.45,32541.62,0.2532,135886.81
2024-12-12,ORD-01156,Sul,Outros,SMB,Enterprise Plus,Mosaico Labs,5,71887.23,0.0643,350930.18,252990.22,97939.97,0.2791,363043.30
2024-12-21,ORD-01157,Sudeste,Venda direta,Enterprise,Enterprise Pro,Mosaico Labs,1,60586.54,0.0637,57108.98,33318.33,23790.64,0.4166,60221.50
2024-12-16,ORD-01158,Sudeste,Venda direta,Enterprise,Enterprise Plus,Lumina Saúde,2,72989.40,0.0487,145301.93,103309.99,41991.94,0.2890,149565.44
2024-12-23,ORD-01159,Sul,Parceiros,Mid-market,Revenue Starter,Aurora Foods,3,17710.34,0.1250,47061.28,27464.25,19597.03,0.4164,49061.98
2024-12-01,ORD-01160,Sudeste,Venda direta,Mid-market,Enterprise Pro,Mosaico Labs,3,63198.87,0.0487,180182.05,105681.84,74500.21,0.4135,186153.67
2024-12-11,ORD-01161,Sudeste,Venda direta,Enterprise,Enterprise Plus,Atlas Group,2,73197.32,0.0462,141846.48,102018.66,39827.82,0.2808,149973.56
2024-12-23,ORD-01162,Centro-Oeste,Digital,Enterprise,Enterprise Pro,Cobalto Indústria,2,62061.09,0.0664,112823.94,66421.26,46402.68,0.4113,116192.86
2024-12-02,ORD-01163,Nordeste,Outros,Mid-market,Analytics Core,Pulsar Tech,4,34863.03,0.0458,135373.67,94733.98,40639.69,0.3002,139248.91
2024-12-01,ORD-01164,Sul,Venda direta,Mid-market,Data Cloud,Nexo Energia,4,47977.51,0.0421,189356.51,122715.88,66640.63,0.3519,194328.56
2024-12-20,ORD-01165,Centro-Oeste,Venda direta,SMB,Data Cloud,Prisma Serviços,3,49436.58,0.0526,144849.04,91139.70,53709.33,0.3708,148692.99
2024-12-14,ORD-01166,Sul,Venda direta,Enterprise,Data Cloud,Cobalto Indústria,1,49028.44,0.0432,49087.79,31169.84,17917.95,0.3650,51581.72
2024-12-14,ORD-01167,Sul,Venda direta,SMB,Analytics Core,Horizonte Telecom,4,35254.13,0.0538,130531.99,90808.80,39723.19,0.3043,138350.35
2024-12-14,ORD-01168,Sul,Outros,SMB,Analytics Core,Atlas Group,6,35540.05,0.0497,196902.24,134951.60,61950.64,0.3146,207298.36
2024-12-25,ORD-01169,Sul,Outros,Mid-market,Revenue Starter,Cobalto Indústria,2,17946.06,0.0460,34523.19,19295.37,15227.82,0.4411,36432.09
2024-12-11,ORD-01170,Sudeste,Parceiros,SMB,Enterprise Plus,Aurora Foods,4,68675.52,0.1144,239079.28,174751.65,64327.63,0.2691,246109.97
2024-12-03,ORD-01171,Centro-Oeste,Venda direta,Enterprise,Revenue Starter,Prisma Serviços,2,18246.67,0.0623,33630.87,18452.41,15178.46,0.4513,34954.82
2024-12-14,ORD-01172,Sudeste,Venda direta,Mid-market,Enterprise Plus,Horizonte Telecom,2,72077.20,0.0362,145340.80,102682.42,42658.38,0.2935,153183.00
2024-12-14,ORD-01173,Centro-Oeste,Venda direta,Enterprise,Analytics Core,Pulsar Tech,1,33759.39,0.0663,31295.78,21261.14,10034.64,0.3206,32097.14
2024-12-27,ORD-01174,Sul,Venda direta,SMB,Enterprise Pro,Prisma Serviços,4,59604.70,0.0456,237360.85,141688.44,95672.41,0.4031,250082.58
2024-12-04,ORD-01175,Sudeste,Outros,Mid-market,Enterprise Plus,Orbe Retail,3,71399.79,0.0663,203327.83,143215.69,60112.13,0.2956,213051.33
2024-12-11,ORD-01176,Sudeste,Parceiros,Mid-market,Enterprise Pro,Orbe Retail,3,61498.04,0.1191,161381.03,98797.39,62583.63,0.3878,168663.59
2024-12-07,ORD-01177,Sul,Digital,Enterprise,Revenue Starter,Horizonte Telecom,2,17563.63,0.0567,33996.84,19258.41,14738.43,0.4335,35696.25
2024-12-23,ORD-01178,Sudeste,Venda direta,SMB,Revenue Starter,Horizonte Telecom,3,18492.11,0.0368,55717.71,31241.73,24475.98,0.4393,57399.11
2024-12-05,ORD-01179,Sudeste,Parceiros,Enterprise,Enterprise Plus,Vértice Logística,2,72478.23,0.0960,130196.39,96392.96,33803.42,0.2596,134728.79
2024-12-20,ORD-01180,Centro-Oeste,Parceiros,SMB,Enterprise Plus,Cobalto Indústria,6,70963.58,0.1200,380122.98,275858.84,104264.14,0.2743,394002.03
2024-12-05,ORD-01181,Sul,Venda direta,Mid-market,Data Cloud,Orbe Retail,3,47720.35,0.0658,139535.48,88646.21,50889.27,0.3647,144021.76
2024-12-12,ORD-01182,Sul,Venda direta,Enterprise,Analytics Core,Pulsar Tech,2,33742.13,0.0513,64328.83,43696.19,20632.64,0.3207,66041.25
2024-12-11,ORD-01183,Sul,Venda direta,SMB,Enterprise Pro,Prisma Serviços,5,62712.09,0.0455,295286.66,170712.08,124574.58,0.4219,307315.48
2024-12-20,ORD-01184,Nordeste,Outros,Mid-market,Enterprise Plus,Prisma Serviços,4,69817.55,0.0522,263682.49,187081.78,76600.71,0.2905,274315.15
2024-12-07,ORD-01185,Sudeste,Parceiros,Enterprise,Enterprise Plus,Pulsar Tech,2,70704.68,0.1169,123016.42,89279.03,33737.39,0.2743,126936.01
2024-12-20,ORD-01186,Nordeste,Parceiros,SMB,Revenue Starter,Via Norte,6,17710.14,0.1187,95351.78,56387.93,38963.85,0.4086,98316.24
2024-12-16,ORD-01187,Sudeste,Parceiros,Mid-market,Analytics Core,Horizonte Telecom,4,35167.56,0.1086,121635.33,87052.01,34583.32,0.2843,127562.82
2024-12-22,ORD-01188,Sudeste,Digital,Enterprise,Enterprise Pro,Prisma Serviços,1,62140.54,0.0561,60649.30,35601.74,25047.56,0.4130,63878.64
2024-12-18,ORD-01189,Nordeste,Venda direta,Enterprise,Enterprise Pro,Aurora Foods,2,64454.40,0.0432,124647.35,72482.84,52164.51,0.4185,128616.69
